Rok produkcji,Przebieg,Pojemność skokowa,Moc,Spalanie W Mieście,Cena,Oferta od_Firmy,Oferta od_Osoby prywatnej,Rodzaj paliwa_Benzyna,Rodzaj paliwa_Diesel,Skrzynia biegów_Automatyczna,Skrzynia biegów_Manualna,Kraj pochodzenia_Inne,Kraj pochodzenia_Niemcy,Kraj pochodzenia_Polska,Zarejestrowany w Polsce_Nie,Zarejestrowany w Polsce_Tak
2015,177600,1598.0,110.0,3.0,36500,0,1,0,1,0,1,0,0,1,0,1
2011,214000,1968.0,170.0,7.0,40900,0,1,0,1,0,1,0,1,0,1,0
1999,180000,1390.0,75.0,9.0,5500,1,0,1,0,0,1,0,1,0,1,0
2006,230000,1390.0,75.0,9.0,14900,1,0,1,0,0,1,0,1,0,1,0
2011,219800,1598.0,105.0,4.6,28900,1,0,0,1,0,1,0,1,0,1,0
2012,206479,1598.0,90.0,6.164663461538455,28900,1,0,0,1,0,1,1,0,0,1,0
2005,79167,1595.0,102.0,9.0,17900,1,0,1,0,0,1,0,1,0,1,0
2006,221825,1896.0,105.0,6.0,17900,1,0,0,1,0,1,0,1,0,1,0
2008,151193,1390.0,80.0,7.190939597315435,14300,1,0,1,0,0,1,0,1,0,0,1
2000,194000,1390.0,75.0,7.190939597315435,5999,0,1,1,0,0,1,0,1,0,1,0
2018,155885,1598.0,115.0,6.164663461538455,49900,1,0,0,1,0,1,0,0,1,0,1
2019,45000,1500.0,131.0,6.164663461538455,75900,1,0,1,0,0,1,0,0,1,0,1
2021,43981,1498.0,130.0,7.190939597315435,99900,1,0,1,0,0,1,0,0,1,0,1
2020,134095,999.0,110.0,7.190939597315435,79999,1,0,1,0,0,1,0,0,1,0,1
2019,80039,1498.0,130.0,7.190939597315435,76900,1,0,1,0,0,1,0,0,1,0,1
1997,246000,1390.0,75.0,8.0,3900,1,0,1,0,0,1,1,0,0,0,1
2019,111740,999.0,115.0,7.190939597315435,59900,1,0,1,0,0,1,0,0,1,0,1
2019,79500,1598.0,115.0,4.6,78500,0,1,0,1,0,1,0,0,1,0,1
2015,257619,1984.0,245.0,6.21623931623932,69987,1,0,1,0,0,1,1,0,0,0,1
2019,122094,1968.0,150.0,6.21623931623932,79900,1,0,0,1,1,0,0,1,0,0,1
2018,65000,1984.0,245.0,8.0,87900,0,1,1,0,0,1,1,0,0,0,1
2012,196000,1598.0,105.0,6.164663461538455,27250,0,1,0,1,0,1,0,1,0,0,1
2017,126177,1968.0,150.0,5.0,73900,1,0,0,1,1,0,0,0,1,0,1
2009,188000,1400.0,75.0,7.190939597315435,22500,1,0,1,0,0,1,1,0,0,1,0
2017,213000,1598.0,115.0,6.164663461538455,49899,1,0,0,1,0,1,0,0,1,0,1
2018,86000,1498.0,150.0,6.1,83900,0,1,1,0,1,0,0,0,1,0,1
2019,174000,1598.0,115.0,4.6,48800,0,1,0,1,0,1,0,0,1,0,1
2008,199527,1896.0,105.0,6.0,22900,1,0,0,1,0,1,1,0,0,0,1
2018,172700,1598.0,115.0,6.164663461538455,59900,1,0,0,1,0,1,0,0,1,0,1
2004,280000,1896.0,105.0,6.164663461538455,8900,0,1,0,1,0,1,0,1,0,1,0
2018,147351,1498.0,150.0,6.928000000000002,75500,1,0,1,0,1,0,0,0,1,0,1
2019,25023,1984.0,245.0,6.21623931623932,117900,1,0,1,0,1,0,0,1,0,0,1
2009,253000,1598.0,105.0,4.6,22400,0,1,0,1,0,1,0,0,1,0,1
2016,168000,1800.0,170.0,6.21623931623932,53500,0,1,1,0,1,0,1,0,0,0,1
2019,104000,1498.0,130.0,6.1,72570,0,1,1,0,1,0,0,0,1,0,1
2018,179960,1968.0,184.0,6.21623931623932,88999,1,0,0,1,0,1,0,1,0,1,0
2009,272000,2000.0,140.0,6.164663461538455,21900,1,0,0,1,0,1,0,1,0,0,1
2009,225000,1595.0,102.0,9.0,26800,1,0,1,0,0,1,0,1,0,1,0
2004,178600,1390.0,75.0,9.0,10900,0,1,1,0,0,1,0,1,0,1,0
2013,208408,1390.0,122.0,7.190939597315435,29400,1,0,1,0,0,1,1,0,0,0,1
2010,210000,1598.0,105.0,5.7,24400,1,0,0,1,0,1,1,0,0,1,0
2020,50100,1498.0,130.0,7.190939597315435,105900,1,0,1,0,0,1,0,0,1,0,1
2022,6671,1498.0,130.0,7.190939597315435,124900,1,0,1,0,0,1,0,0,1,0,1
2016,161000,1984.0,230.0,8.0,89000,0,1,1,0,1,0,0,0,1,0,1
2009,206000,1984.0,210.0,10.0,52000,0,1,1,0,0,1,0,1,0,0,1
2011,217000,1598.0,105.0,5.0,26500,1,0,0,1,0,1,1,0,0,0,1
2017,124582,999.0,110.0,7.190939597315435,58800,1,0,1,0,0,1,1,0,0,0,1
2017,150690,1498.0,150.0,6.928000000000002,75400,1,0,1,0,0,1,0,0,1,0,1
2017,156463,1968.0,150.0,6.21623931623932,74800,1,0,0,1,0,1,0,1,0,1,0
2016,93457,1395.0,125.0,6.0,63900,1,0,1,0,0,1,0,0,1,0,1
2018,104600,999.0,110.0,5.0,67000,0,1,1,0,1,0,0,0,1,0,1
2018,110662,1598.0,115.0,6.164663461538455,59900,1,0,0,1,0,1,0,0,1,0,1
2007,293400,1896.0,90.0,6.164663461538455,17499,1,0,0,1,0,1,0,1,0,0,1
2007,206800,1595.0,102.0,9.7,10900,0,1,1,0,0,1,0,1,0,1,0
2004,205000,1390.0,75.0,9.0,8900,0,1,1,0,0,1,1,0,0,0,1
2010,140538,1968.0,140.0,6.0,31300,0,1,0,1,0,1,0,1,0,1,0
2011,315400,1968.0,140.0,6.9,24750,0,1,0,1,1,0,0,0,1,0,1
1996,68409,1781.0,75.0,11.0,15900,0,1,1,0,0,1,0,1,0,0,1
2023,5,1498.0,130.0,7.190939597315435,143130,1,0,1,0,1,0,1,0,0,1,0
2017,154900,1395.0,125.0,7.190939597315435,54570,1,0,1,0,0,1,0,0,1,0,1
2012,161425,1598.0,105.0,5.0,28900,0,1,0,1,0,1,0,1,0,0,1
2016,193000,1968.0,150.0,5.0,55900,0,1,0,1,0,1,0,1,0,1,0
2009,168349,1984.0,210.0,10.0,47900,0,1,1,0,1,0,1,0,0,0,1
2019,89645,1498.0,130.0,7.190939597315435,84900,1,0,1,0,0,1,0,0,1,0,1
2018,125466,1598.0,115.0,6.164663461538455,54900,1,0,0,1,0,1,0,0,1,0,1
2017,30500,1395.0,149.0,5.0,92900,0,1,1,0,1,0,0,0,1,0,1
2023,5,1498.0,150.0,6.928000000000002,167400,1,0,1,0,1,0,0,0,1,1,0
2018,55290,999.0,115.0,7.190939597315435,65999,1,0,1,0,0,1,0,0,1,0,1
2011,255000,1598.0,105.0,4.7,23999,0,1,0,1,0,1,0,1,0,1,0
2020,98463,999.0,110.0,7.190939597315435,92900,1,0,1,0,1,0,0,0,1,0,1
2008,186340,1390.0,122.0,8.0,21000,0,1,1,0,0,1,1,0,0,1,0
2015,101544,1390.0,122.0,7.190939597315435,48999,1,0,1,0,0,1,0,0,1,0,1
2011,191292,1600.0,105.0,6.164663461538455,29800,1,0,0,1,0,1,1,0,0,0,1
1997,100612,1781.0,75.0,6.164663461538455,6300,0,1,1,0,1,0,0,1,0,0,1
1990,290000,1272.0,54.0,7.190939597315435,6999,0,1,1,0,0,1,1,0,0,0,1
2020,85945,1498.0,150.0,6.928000000000002,95000,1,0,1,0,0,1,0,0,1,0,1
2018,149000,1598.0,115.0,4.0,54990,0,1,0,1,0,1,0,0,1,0,1
2015,237000,1598.0,110.0,5.0,47000,0,1,0,1,0,1,1,0,0,0,1
2016,119220,1598.0,110.0,6.164663461538455,51500,1,0,0,1,0,1,1,0,0,0,1
2011,249000,1598.0,90.0,5.0,22900,0,1,0,1,0,1,0,0,1,0,1
2018,241000,1598.0,115.0,4.6,42800,0,1,0,1,0,1,0,0,1,0,1
2013,212000,1968.0,140.0,6.9,32000,0,1,0,1,1,0,0,1,0,1,0
1999,134412,1390.0,75.0,9.0,4900,0,1,1,0,0,1,0,1,0,1,0
2005,141000,1390.0,75.0,9.0,13900,0,1,1,0,0,1,0,1,0,1,0
2009,208000,1598.0,105.0,5.0,23900,0,1,0,1,0,1,0,1,0,1,0
2011,194000,1598.0,105.0,5.0,26900,0,1,0,1,0,1,0,0,1,0,1
2018,171000,1598.0,115.0,4.6,53400,1,0,0,1,0,1,0,1,0,0,1
2014,150000,1395.0,140.0,7.190939597315435,53900,1,0,1,0,0,1,0,1,0,1,0
2011,184000,1197.0,85.0,7.0,25900,0,1,1,0,0,1,0,1,0,0,1
1999,175000,1595.0,100.0,11.0,9900,0,1,1,0,1,0,0,1,0,1,0
2018,33921,1498.0,130.0,7.190939597315435,79900,1,0,1,0,1,0,1,0,0,1,0
2009,432867,1968.0,140.0,7.0,17000,0,1,0,1,1,0,0,1,0,0,1
2006,257000,1968.0,140.0,7.0,19600,0,1,0,1,0,1,0,1,0,0,1
2017,146025,1598.0,110.0,4.0,52800,0,1,0,1,0,1,0,0,1,0,1
2008,350000,1968.0,140.0,6.0,15000,0,1,0,1,0,1,0,1,0,0,1
2017,44000,1395.0,125.0,6.0,64900,0,1,1,0,0,1,0,0,1,0,1
2007,179000,1390.0,80.0,9.0,15950,1,0,1,0,0,1,0,1,0,1,0
2005,218151,1896.0,105.0,6.6,13500,0,1,0,1,0,1,0,1,0,1,0
2011,261100,1598.0,90.0,5.0,21800,0,1,0,1,0,1,0,0,1,0,1
2002,254000,1896.0,100.0,5.0,10900,0,1,0,1,0,1,0,1,0,1,0
1992,82000,1781.0,90.0,11.0,8000,0,1,1,0,0,1,1,0,0,1,0
2014,216000,1395.0,122.0,6.0,38500,0,1,1,0,0,1,0,1,0,0,1
2011,84000,1390.0,80.0,8.0,29999,0,1,1,0,0,1,0,1,0,1,0
2008,206000,1390.0,140.0,9.0,18900,0,1,1,0,0,1,0,1,0,0,1
2018,203979,1968.0,184.0,5.0,94800,1,0,0,1,0,1,1,0,0,0,1
2006,324000,1896.0,105.0,6.6,12400,0,1,0,1,0,1,0,1,0,0,1
2018,132000,1598.0,115.0,4.2,62700,0,1,0,1,1,0,1,0,0,0,1
2010,286000,1595.0,102.0,9.0,22890,0,1,1,0,0,1,1,0,0,1,0
2005,195000,1968.0,105.0,6.164663461538455,20500,1,0,0,1,0,1,1,0,0,1,0
2017,180530,1598.0,115.0,4.6,48800,1,0,0,1,0,1,0,0,1,0,1
2017,183000,1968.0,150.0,5.1,54000,0,1,0,1,1,0,0,0,1,0,1
2013,317645,1968.0,150.0,5.0,36900,0,1,0,1,0,1,0,1,0,1,0
2018,90700,1598.0,115.0,6.164663461538455,69700,1,0,0,1,0,1,0,0,1,0,1
2018,157777,1395.0,125.0,7.190939597315435,73900,1,0,1,0,1,0,0,0,1,0,1
2023,0,999.0,110.0,7.190939597315435,96900,1,0,1,0,0,1,0,0,1,1,0
2019,26251,1984.0,290.0,8.3,151900,1,0,1,0,1,0,0,1,0,0,1
2014,220700,1598.0,90.0,4.0,39900,0,1,0,1,0,1,0,0,1,0,1
2007,220000,1390.0,140.0,9.0,13700,1,0,1,0,0,1,1,0,0,1,0
2018,234000,1968.0,150.0,6.21623931623932,53500,1,0,0,1,0,1,0,1,0,1,0
2016,249000,1395.0,125.0,6.0,37900,1,0,1,0,0,1,1,0,0,0,1
2007,180000,1595.0,102.0,9.0,17999,0,1,1,0,0,1,0,1,0,1,0
2006,378000,1896.0,100.0,6.0,10800,0,1,0,1,0,1,1,0,0,1,0
1999,152323,1390.0,75.0,7.190939597315435,4999,0,1,1,0,0,1,0,1,0,1,0
2019,169000,1598.0,116.0,6.164663461538455,59900,1,0,0,1,0,1,0,1,0,1,0
2009,200000,1595.0,102.0,9.0,25999,0,1,1,0,0,1,0,1,0,1,0
2009,192710,1595.0,102.0,9.0,26500,1,0,1,0,0,1,0,1,0,1,0
2019,159000,1498.0,130.0,7.0,64850,1,0,1,0,0,1,0,0,1,0,1
2005,188000,1896.0,105.0,7.0,16999,1,0,0,1,0,1,1,0,0,1,0
2023,1,1984.0,245.0,6.21623931623932,174900,1,0,1,0,1,0,1,0,0,1,0
2019,125000,1498.0,130.0,7.190939597315435,69900,1,0,1,0,0,1,0,0,1,0,1
2005,185000,1598.0,105.0,9.0,12699,0,1,1,0,0,1,0,0,1,0,1
2020,58160,1498.0,130.0,7.190939597315435,97900,1,0,1,0,0,1,0,0,1,0,1
2023,1,1498.0,150.0,6.928000000000002,150500,1,0,1,0,1,0,0,0,1,1,0
2011,285563,1598.0,105.0,6.164663461538455,27400,1,0,0,1,0,1,1,0,0,0,1
2011,140000,1197.0,86.0,6.0,28999,1,0,1,0,0,1,0,1,0,1,0
2004,200000,1390.0,75.0,8.0,13900,0,1,1,0,0,1,0,1,0,1,0
2018,162141,1395.0,125.0,6.0,59999,1,0,1,0,1,0,0,1,0,0,1
2016,83744,1598.0,110.0,6.164663461538455,57900,1,0,0,1,0,1,0,0,1,0,1
2016,231000,1968.0,184.0,5.0,67000,1,0,0,1,1,0,0,1,0,1,0
2008,273902,1968.0,140.0,6.164663461538455,19900,1,0,0,1,1,0,0,1,0,1,0
2008,278000,1896.0,105.0,6.6,11500,0,1,0,1,0,1,0,1,0,1,0
2012,328000,1598.0,105.0,4.0,32900,0,1,0,1,1,0,1,0,0,0,1
2004,285883,1390.0,75.0,7.190939597315435,12900,1,0,1,0,0,1,0,1,0,1,0
2017,176099,1968.0,150.0,6.21623931623932,63400,1,0,0,1,1,0,0,1,0,1,0
2018,125580,1968.0,150.0,6.21623931623932,79900,1,0,0,1,0,1,0,1,0,1,0
2006,239999,1896.0,105.0,6.0,14990,0,1,0,1,0,1,0,1,0,0,1
2017,197000,1598.0,115.0,6.164663461538455,53900,1,0,0,1,0,1,0,0,1,0,1
2008,251500,1968.0,110.0,6.164663461538455,26900,1,0,0,1,0,1,1,0,0,1,0
2022,5,1498.0,130.0,7.190939597315435,115650,1,0,1,0,0,1,1,0,0,1,0
2022,5,1498.0,150.0,6.928000000000002,163700,1,0,1,0,1,0,1,0,0,1,0
2010,215144,1598.0,105.0,5.7,26900,0,1,0,1,0,1,0,1,0,1,0
2010,269525,1598.0,105.0,4.7,20800,1,0,0,1,0,1,0,1,0,1,0
2014,216000,1968.0,150.0,5.0,61500,0,1,0,1,1,0,1,0,0,0,1
2008,233000,1896.0,105.0,6.0,22700,1,0,0,1,0,1,0,1,0,1,0
2019,114000,1598.0,115.0,4.0,69900,1,0,0,1,0,1,0,0,1,0,1
2019,148900,1598.0,115.0,4.0,69800,1,0,0,1,1,0,0,0,1,0,1
2019,148000,1498.0,130.0,6.0,72900,0,1,1,0,1,0,0,0,1,0,1
2011,167890,1197.0,105.0,6.0,26900,0,1,1,0,0,1,0,1,0,1,0
2017,83072,1395.0,150.0,9.0,80000,0,1,1,0,0,1,0,0,1,0,1
2006,198000,1595.0,102.0,6.164663461538455,14900,1,0,1,0,0,1,0,1,0,1,0
2014,108000,1197.0,105.0,6.1,41900,1,0,1,0,0,1,1,0,0,1,0
2013,199000,1197.0,86.0,7.190939597315435,37900,1,0,1,0,0,1,0,1,0,0,1
2020,113459,999.0,110.0,7.190939597315435,86900,1,0,1,0,0,1,0,0,1,0,1
2016,227000,1968.0,184.0,5.0,69800,0,1,0,1,1,0,1,0,0,0,1
2023,3,1498.0,150.0,6.928000000000002,118200,1,0,1,0,0,1,1,0,0,1,0
2019,54041,999.0,115.0,7.190939597315435,77900,1,0,1,0,1,0,0,0,1,0,1
2017,142645,1968.0,150.0,6.21623931623932,57900,1,0,0,1,0,1,1,0,0,0,1
2022,1,1498.0,130.0,7.190939597315435,129970,1,0,1,0,1,0,0,0,1,1,0
2001,150000,1984.0,115.0,11.0,9500,1,0,1,0,0,1,1,0,0,1,0
2018,172000,1598.0,115.0,6.0,56900,1,0,0,1,0,1,0,0,1,0,1
2017,164900,1598.0,115.0,6.164663461538455,55900,0,1,0,1,0,1,0,0,1,0,1
2012,223000,1598.0,105.0,5.0,28000,0,1,0,1,0,1,1,0,0,1,0
2023,10,1498.0,130.0,7.190939597315435,132190,1,0,1,0,1,0,0,0,1,1,0
1999,98000,1390.0,75.0,8.0,2850,1,0,1,0,0,1,0,1,0,1,0
2018,70332,1984.0,245.0,6.21623931623932,106800,1,0,1,0,0,1,0,0,1,0,1
2018,86000,1498.0,130.0,6.6,86899,1,0,1,0,0,1,0,0,1,0,1
2016,130000,1598.0,110.0,4.0,48500,0,1,0,1,0,1,1,0,0,0,1
2010,212000,1197.0,105.0,7.0,23900,0,1,1,0,0,1,0,1,0,0,1
2005,223000,1598.0,105.0,9.0,9900,0,1,1,0,0,1,0,1,0,1,0
2016,78000,1390.0,160.0,6.0,79827,0,1,1,0,0,1,0,0,1,0,1
2023,3,1498.0,150.0,6.928000000000002,117600,1,0,1,0,0,1,1,0,0,1,0
2023,10,1498.0,130.0,7.190939597315435,124090,1,0,1,0,1,0,0,0,1,1,0
2014,180000,1197.0,105.0,5.9,40900,1,0,1,0,0,1,0,1,0,0,1
2010,198000,1390.0,160.0,7.0,25900,0,1,1,0,0,1,0,1,0,1,0
2003,215000,1896.0,68.0,7.0,10900,1,0,0,1,0,1,0,1,0,1,0
2021,30549,1498.0,150.0,6.928000000000002,124800,1,0,1,0,1,0,1,0,0,0,1
2003,421800,1896.0,130.0,9.0,7000,0,1,0,1,1,0,1,0,0,0,1
2019,115000,1498.0,130.0,6.1,77900,1,0,1,0,1,0,0,0,1,0,1
2012,236696,1598.0,110.0,3.9,31900,0,1,0,1,0,1,0,1,0,1,0
2015,230634,1598.0,90.0,6.164663461538455,31900,1,0,0,1,0,1,0,0,1,0,1
2018,226000,1968.0,150.0,5.0,62900,0,1,0,1,0,1,0,1,0,1,0
2009,229000,1390.0,122.0,7.7,26300,1,0,1,0,1,0,0,1,0,0,1
2007,198000,1595.0,102.0,9.7,21900,1,0,1,0,0,1,0,1,0,1,0
2008,175000,1595.0,102.0,9.0,21900,1,0,1,0,0,1,0,1,0,1,0
2023,5,1968.0,150.0,6.21623931623932,149900,1,0,0,1,0,1,1,0,0,1,0
2008,215000,1390.0,160.0,7.5,19900,0,1,1,0,1,0,0,1,0,0,1
2022,11000,1498.0,130.0,7.190939597315435,121900,1,0,1,0,0,1,0,0,1,0,1
2007,239000,1900.0,105.0,6.164663461538455,16900,1,0,0,1,0,1,1,0,0,1,0
2007,301000,1896.0,105.0,6.0,16999,0,1,0,1,0,1,0,1,0,0,1
2019,118000,1000.0,110.0,7.190939597315435,49900,1,0,1,0,0,1,0,0,1,0,1
2015,131000,1968.0,150.0,5.0,50000,0,1,0,1,0,1,1,0,0,1,0
1999,188196,1984.0,115.0,11.0,7500,0,1,1,0,0,1,1,0,0,1,0
2005,264000,1896.0,90.0,6.0,13800,0,1,0,1,0,1,1,0,0,0,1
2014,187654,1968.0,150.0,6.21623931623932,49950,0,1,0,1,0,1,0,1,0,0,1
2005,220000,1390.0,75.0,8.0,14800,0,1,1,0,0,1,0,1,0,1,0
2019,145000,999.0,115.0,7.190939597315435,48900,1,0,1,0,0,1,0,0,1,0,1
2020,128698,999.0,110.0,7.190939597315435,84900,1,0,1,0,0,1,0,0,1,0,1
2019,132000,1598.0,115.0,6.164663461538455,62500,0,1,0,1,0,1,0,0,1,0,1
2018,63600,1400.0,125.0,7.190939597315435,73600,1,0,1,0,0,1,0,0,1,0,1
2019,48034,1498.0,150.0,6.928000000000002,92900,1,0,1,0,0,1,0,0,1,0,1
2020,113130,1598.0,115.0,6.164663461538455,69900,1,0,0,1,0,1,0,0,1,0,1
2023,5,1498.0,150.0,6.928000000000002,148500,1,0,1,0,1,0,1,0,0,1,0
2007,246957,1968.0,140.0,7.0,16900,1,0,0,1,0,1,1,0,0,1,0
2008,168000,1595.0,102.0,9.0,20900,1,0,1,0,0,1,0,1,0,1,0
2019,207000,1598.0,115.0,4.6,45510,0,1,0,1,0,1,0,0,1,0,1
2020,14111,1498.0,130.0,7.190939597315435,109900,1,0,1,0,0,1,0,0,1,0,1
2019,66614,1498.0,130.0,7.190939597315435,77900,1,0,1,0,0,1,0,0,1,1,0
2019,157844,1598.0,115.0,4.6,59700,0,1,0,1,0,1,0,0,1,0,1
2014,44132,1197.0,105.0,7.190939597315435,45499,1,0,1,0,0,1,0,0,1,0,1
2023,5,1498.0,130.0,7.190939597315435,132900,1,0,1,0,0,1,0,0,1,1,0
2018,161525,1598.0,115.0,6.164663461538455,60000,1,0,0,1,1,0,1,0,0,1,0
2018,139045,1598.0,115.0,6.164663461538455,56000,1,0,0,1,0,1,0,0,1,0,1
2018,179430,1598.0,115.0,6.164663461538455,56600,1,0,0,1,1,0,1,0,0,1,0
2018,83000,1400.0,125.0,7.190939597315435,76900,1,0,1,0,1,0,0,0,1,0,1
2019,51500,1500.0,130.0,6.164663461538455,81900,1,0,1,0,0,1,0,0,1,0,1
2018,109900,1598.0,116.0,6.164663461538455,74300,1,0,0,1,1,0,0,0,1,0,1
2004,245000,1390.0,75.0,9.0,13500,1,0,1,0,0,1,0,1,0,1,0
2018,191950,1968.0,184.0,5.0,83500,0,1,0,1,0,1,1,0,0,0,1
2006,176292,1595.0,102.0,9.0,17900,1,0,1,0,0,1,0,1,0,1,0
2018,130750,1968.0,184.0,6.21623931623932,107400,1,0,0,1,1,0,0,1,0,0,1
1999,235500,1595.0,100.0,9.0,6200,0,1,1,0,0,1,1,0,0,0,1
2023,5,999.0,110.0,7.190939597315435,101000,1,0,1,0,0,1,0,0,1,1,0
2012,189766,1197.0,105.0,7.190939597315435,29900,1,0,1,0,0,1,0,0,1,0,1
2023,1,1498.0,150.0,6.928000000000002,139500,1,0,1,0,1,0,0,0,1,1,0
2018,168000,1598.0,115.0,6.164663461538455,57900,1,0,0,1,0,1,0,0,1,1,0
2018,152696,1968.0,150.0,6.21623931623932,71800,1,0,0,1,0,1,0,1,0,1,0
2017,152425,1968.0,150.0,6.21623931623932,63800,1,0,0,1,0,1,0,1,0,1,0
2009,118214,1390.0,80.0,8.0,30900,1,0,1,0,0,1,0,1,0,1,0
2019,39768,1498.0,130.0,7.190939597315435,74900,1,0,1,0,0,1,0,0,1,0,1
2019,50271,1498.0,130.0,7.190939597315435,74900,1,0,1,0,0,1,0,0,1,0,1
2021,3178,1498.0,150.0,6.928000000000002,133190,1,0,1,0,1,0,0,0,1,1,0
2011,194000,1598.0,105.0,5.0,25400,1,0,0,1,0,1,1,0,0,0,1
