Rok produkcji,Przebieg,Pojemność skokowa,Moc,Spalanie W Mieście,Cena,Oferta od_Firmy,Oferta od_Osoby prywatnej,Rodzaj paliwa_Benzyna,Rodzaj paliwa_Diesel,Skrzynia biegów_Automatyczna,Skrzynia biegów_Manualna,Kraj pochodzenia_Inne,Kraj pochodzenia_Niemcy,Kraj pochodzenia_Polska,Zarejestrowany w Polsce_Nie,Zarejestrowany w Polsce_Tak
2013,161000,1395.0,140.0,6.1,49900,0,1,1,0,1,0,0,0,1,0,1
1983,10000,1781.0,111.0,6.164663461538455,99000,0,1,1,0,0,1,0,0,1,0,1
2011,317000,1598.0,105.0,5.0,18000,0,1,0,1,0,1,0,1,0,0,1
2019,79760,1968.0,184.0,5.1,119900,1,0,0,1,1,0,0,0,1,0,1
2020,34760,1498.0,130.0,7.190939597315435,96000,0,1,1,0,0,1,1,0,0,0,1
2017,188000,1968.0,184.0,5.0,79500,0,1,0,1,0,1,0,1,0,1,0
2017,76000,1598.0,110.0,4.0,54900,1,0,0,1,1,0,0,1,0,0,1
2017,149560,1598.0,115.0,6.164663461538455,60000,1,0,0,1,0,1,1,0,0,0,1
2013,214000,1598.0,105.0,5.0,32900,0,1,0,1,0,1,0,1,0,1,0
2013,192000,1968.0,150.0,5.0,39890,1,0,0,1,0,1,0,1,0,0,1
2017,63400,1395.0,125.0,6.0,67900,0,1,1,0,0,1,1,0,0,1,0
2010,166000,1968.0,140.0,7.1,35900,0,1,0,1,0,1,0,1,0,1,0
2008,208117,1390.0,80.0,8.0,18700,0,1,1,0,0,1,0,1,0,1,0
2009,201760,1968.0,110.0,6.0,19800,0,1,0,1,0,1,1,0,0,1,0
2007,228000,1896.0,105.0,6.0,18500,0,1,0,1,0,1,0,1,0,0,1
2016,212080,1968.0,150.0,5.2,53900,0,1,0,1,1,0,0,1,0,1,0
2013,186000,1598.0,105.0,6.164663461538455,39900,1,0,0,1,0,1,1,0,0,0,1
2008,212147,1390.0,122.0,8.0,17700,0,1,1,0,0,1,0,1,0,1,0
2017,146714,1598.0,90.0,4.0,49900,1,0,0,1,0,1,0,0,1,0,1
2016,65000,1197.0,110.0,6.3,57900,0,1,1,0,0,1,1,0,0,0,1
2010,215759,1197.0,105.0,6.0,25800,0,1,1,0,0,1,0,1,0,1,0
2013,250000,1598.0,105.0,4.0,39400,0,1,0,1,0,1,0,1,0,0,1
2013,208000,1598.0,105.0,4.6,37900,0,1,0,1,0,1,0,1,0,1,0
2015,83750,1395.0,125.0,7.190939597315435,61900,0,1,1,0,0,1,1,0,0,1,0
2019,139000,1968.0,150.0,6.21623931623932,69900,1,0,0,1,0,1,0,0,1,0,1
2006,213000,1595.0,102.0,9.0,16900,0,1,1,0,0,1,0,1,0,1,0
2019,62000,1498.0,130.0,6.2,85000,0,1,1,0,0,1,0,0,1,0,1
2009,178000,1390.0,80.0,8.5,24600,0,1,1,0,0,1,0,1,0,1,0
2009,170000,1968.0,110.0,6.0,25900,0,1,0,1,0,1,1,0,0,0,1
2012,198000,1598.0,105.0,6.164663461538455,27900,1,0,0,1,0,1,1,0,0,1,0
2011,122000,1984.0,210.0,10.0,55900,0,1,1,0,1,0,1,0,0,1,0
2009,191420,1600.0,102.0,6.164663461538455,33900,1,0,1,0,0,1,0,1,0,1,0
2012,218000,1598.0,105.0,5.7,31500,0,1,0,1,0,1,0,1,0,0,1
2017,96200,1598.0,110.0,4.0,57800,0,1,0,1,0,1,0,0,1,0,1
2009,172000,1395.0,122.0,6.0,26800,1,0,1,0,0,1,0,1,0,1,0
2007,273166,1395.0,122.0,6.0,14900,1,0,1,0,0,1,1,0,0,0,1
2010,349000,1595.0,102.0,9.0,22800,0,1,1,0,0,1,0,1,0,1,0
2019,67000,1498.0,150.0,6.1,88900,0,1,1,0,0,1,0,0,1,0,1
2005,274000,1984.0,230.0,11.0,44500,0,1,1,0,0,1,1,0,0,1,0
2018,120035,1968.0,150.0,6.21623931623932,79900,1,0,0,1,0,1,0,0,1,0,1
2009,280000,1896.0,105.0,6.0,20500,0,1,0,1,0,1,1,0,0,1,0
2015,186700,1598.0,110.0,4.6,41900,0,1,0,1,0,1,1,0,0,1,0
2009,238400,1390.0,80.0,8.0,23900,1,0,1,0,0,1,0,1,0,0,1
2001,180000,1390.0,75.0,9.0,9300,1,0,1,0,0,1,0,1,0,1,0
2006,265000,1595.0,102.0,6.164663461538455,12900,1,0,1,0,0,1,0,1,0,1,0
2014,145000,1197.0,86.0,6.0,39900,0,1,1,0,0,1,0,1,0,1,0
2016,240000,1968.0,150.0,5.0,45900,0,1,0,1,1,0,0,0,1,0,1
2014,63000,1197.0,105.0,6.0,49900,0,1,1,0,0,1,0,0,1,0,1
2020,22041,1498.0,130.0,7.190939597315435,109900,1,0,1,0,0,1,0,0,1,0,1
2009,200000,1390.0,80.0,8.0,25500,1,0,1,0,0,1,0,1,0,1,0
1999,157000,1390.0,75.0,7.190939597315435,7900,1,0,1,0,0,1,0,1,0,0,1
2020,29700,1498.0,130.0,7.190939597315435,104900,1,0,1,0,0,1,0,0,1,0,1
2013,228000,1598.0,105.0,4.6,33210,1,0,0,1,0,1,0,0,1,0,1
2013,202000,1968.0,150.0,6.21623931623932,48900,0,1,0,1,1,0,0,1,0,0,1
2003,187000,1390.0,80.0,11.0,11800,0,1,1,0,0,1,0,1,0,1,0
2005,222000,1896.0,105.0,6.164663461538455,12500,1,0,0,1,0,1,1,0,0,0,1
2012,242000,1197.0,85.0,6.1,27999,0,1,1,0,0,1,0,1,0,0,1
2013,232000,1968.0,150.0,5.4,39900,1,0,0,1,1,0,0,1,0,0,1
2009,179000,1390.0,80.0,8.0,24900,1,0,1,0,0,1,0,1,0,1,0
2015,199000,1598.0,110.0,6.164663461538455,35500,1,0,0,1,0,1,0,1,0,0,1
2020,20762,1498.0,130.0,7.190939597315435,108900,1,0,1,0,0,1,0,0,1,0,1
2016,166100,1968.0,150.0,6.21623931623932,63900,1,0,0,1,1,0,1,0,0,0,1
2010,192000,1595.0,102.0,6.164663461538455,29000,0,1,1,0,0,1,1,0,0,0,1
2006,180018,1595.0,102.0,9.7,11700,0,1,1,0,0,1,0,1,0,0,1
2016,114329,1968.0,150.0,5.1,67900,0,1,0,1,1,0,0,1,0,0,1
2018,210495,1968.0,150.0,5.2,59999,0,1,0,1,1,0,0,1,0,1,0
2020,15834,1498.0,130.0,7.190939597315435,99900,1,0,1,0,0,1,0,0,1,0,1
2012,227000,1598.0,105.0,4.2,27900,0,1,0,1,0,1,0,1,0,1,0
2016,40000,1197.0,110.0,6.0,58500,0,1,1,0,0,1,0,0,1,0,1
2014,163900,1598.0,110.0,6.164663461538455,47999,1,0,0,1,0,1,1,0,0,0,1
2008,200000,1390.0,80.0,9.0,19900,1,0,1,0,0,1,0,1,0,0,1
2016,112800,1395.0,125.0,7.190939597315435,72900,1,0,1,0,1,0,0,0,1,0,1
2018,162246,999.0,115.0,5.0,67499,0,1,1,0,1,0,1,0,0,0,1
2018,67202,1968.0,150.0,6.21623931623932,93500,1,0,0,1,1,0,0,0,1,0,1
2011,276415,1598.0,105.0,6.164663461538455,26400,1,0,0,1,0,1,1,0,0,0,1
2009,190536,1968.0,110.0,6.164663461538455,21400,1,0,0,1,0,1,1,0,0,1,0
2012,220421,1598.0,90.0,5.0,24900,1,0,0,1,0,1,1,0,0,0,1
2002,140500,1390.0,75.0,7.190939597315435,8900,0,1,1,0,0,1,0,1,0,0,1
2017,171000,1598.0,115.0,4.0,63900,1,0,0,1,1,0,0,1,0,1,0
1998,182800,2324.0,150.0,13.0,16900,1,0,1,0,0,1,0,1,0,0,1
2019,140000,1598.0,115.0,7.0,56800,1,0,0,1,0,1,0,0,1,0,1
2009,175000,1390.0,80.0,8.0,25900,0,1,1,0,0,1,0,1,0,1,0
2014,60471,1197.0,85.0,6.1,42500,0,1,1,0,0,1,0,1,0,0,1
2014,129000,1395.0,140.0,6.0,54900,1,0,1,0,0,1,1,0,0,1,0
2019,207000,1498.0,150.0,6.6,59900,1,0,1,0,0,1,0,0,1,0,1
2023,8,999.0,110.0,7.190939597315435,117500,1,0,1,0,1,0,0,0,1,1,0
2015,154000,1968.0,184.0,5.0,67900,1,0,0,1,1,0,0,1,0,0,1
2019,72500,1498.0,130.0,7.190939597315435,74900,1,0,1,0,0,1,0,0,1,0,1
2008,157000,1595.0,102.0,10.2,22500,1,0,1,0,0,1,0,1,0,1,0
2023,6,1498.0,150.0,6.928000000000002,119900,1,0,1,0,0,1,1,0,0,1,0
2009,219000,1984.0,210.0,10.0,36900,1,0,1,0,0,1,0,1,0,1,0
2005,243000,1598.0,115.0,6.164663461538455,12900,1,0,1,0,0,1,1,0,0,1,0
2018,155000,1498.0,130.0,7.190939597315435,70800,1,0,1,0,1,0,0,0,1,0,1
2011,244000,1598.0,105.0,5.2,23500,0,1,0,1,0,1,0,1,0,1,0
2007,223400,1896.0,105.0,6.0,14999,1,0,0,1,0,1,0,1,0,0,1
2015,101544,1390.0,122.0,7.190939597315435,48999,1,0,1,0,0,1,0,0,1,0,1
2012,178351,1598.0,105.0,4.7,29900,1,0,0,1,0,1,0,1,0,0,1
2018,96707,1498.0,130.0,7.190939597315435,82900,1,0,1,0,1,0,0,0,1,0,1
2022,7,1984.0,245.0,6.21623931623932,185880,1,0,1,0,1,0,1,0,0,1,0
2017,193000,999.0,110.0,5.9,49777,1,0,1,0,0,1,0,0,1,0,1
2016,72956,1598.0,110.0,4.6,51900,1,0,0,1,0,1,0,0,1,0,1
2019,82935,1984.0,245.0,6.21623931623932,114900,1,0,1,0,1,0,0,0,1,0,1
2020,75410,1495.0,150.0,6.928000000000002,89900,1,0,1,0,0,1,0,0,1,0,1
2010,221000,1968.0,110.0,6.0,21900,1,0,0,1,0,1,1,0,0,0,1
2011,108672,1390.0,122.0,8.0,32000,0,1,1,0,0,1,0,0,1,0,1
2012,190000,1598.0,90.0,5.0,31500,0,1,0,1,0,1,0,0,1,0,1
2017,135915,1395.0,125.0,7.190939597315435,65900,1,0,1,0,0,1,0,0,1,0,1
2017,123105,1197.0,86.0,5.0,44900,1,0,1,0,0,1,0,0,1,0,1
2010,278000,1598.0,105.0,5.7,24800,1,0,0,1,0,1,0,1,0,1,0
2006,225000,1896.0,105.0,5.0,15900,0,1,0,1,0,1,0,1,0,1,0
2019,144050,1598.0,115.0,4.0,72900,1,0,0,1,1,0,0,0,1,0,1
2012,228121,1600.0,105.0,6.164663461538455,29900,1,0,0,1,0,1,0,1,0,1,0
2010,151900,1598.0,105.0,6.164663461538455,29900,1,0,0,1,1,0,1,0,0,0,1
2018,115000,1598.0,115.0,4.6,52000,0,1,0,1,0,1,0,0,1,0,1
2018,85805,1598.0,115.0,4.6,62900,1,0,0,1,0,1,0,0,1,0,1
2009,260164,1896.0,105.0,6.0,21700,1,0,0,1,0,1,0,1,0,1,0
2016,167638,1395.0,125.0,7.190939597315435,53400,1,0,1,0,0,1,0,1,0,1,0
2013,143000,1598.0,105.0,5.7,43800,0,1,0,1,0,1,1,0,0,0,1
2010,193000,1598.0,105.0,6.164663461538455,19900,1,0,0,1,0,1,1,0,0,1,0
2015,222000,1968.0,150.0,6.21623931623932,44900,1,0,0,1,0,1,0,0,1,0,1
2009,235000,1598.0,105.0,5.0,22500,0,1,0,1,0,1,1,0,0,0,1
2017,175561,1968.0,150.0,3.0,69900,0,1,0,1,1,0,1,0,0,1,0
2010,180000,1197.0,105.0,7.0,26900,1,0,1,0,0,1,0,1,0,1,0
2020,150589,1968.0,150.0,6.21623931623932,76900,1,0,0,1,0,1,0,0,1,0,1
2013,274000,1598.0,105.0,5.7,36900,1,0,0,1,0,1,1,0,0,1,0
2016,212000,1395.0,150.0,6.6,57500,0,1,1,0,0,1,0,0,1,0,1
2016,139000,1197.0,110.0,6.0,46000,0,1,1,0,0,1,0,0,1,1,0
2007,230059,1968.0,140.0,7.0,19900,1,0,0,1,0,1,0,1,0,1,0
2023,6,1498.0,130.0,7.190939597315435,133400,1,0,1,0,0,1,1,0,0,1,0
2019,24600,1984.0,245.0,8.0,119700,1,0,1,0,0,1,0,0,1,0,1
2023,6,999.0,110.0,7.190939597315435,107000,1,0,1,0,0,1,1,0,0,1,0
2014,199000,1968.0,150.0,5.1,48959,0,1,0,1,1,0,1,0,0,0,1
2010,137060,1197.0,105.0,7.3,20900,0,1,1,0,0,1,1,0,0,1,0
2023,6,999.0,110.0,7.190939597315435,110000,1,0,1,0,0,1,1,0,0,1,0
2004,192000,1390.0,75.0,9.0,14600,1,0,1,0,0,1,0,1,0,1,0
2016,203507,1598.0,110.0,4.0,44000,1,0,0,1,0,1,0,1,0,0,1
2019,49273,1498.0,150.0,6.0,94900,1,0,1,0,0,1,0,0,1,0,1
2012,175000,1197.0,86.0,6.0,29500,0,1,1,0,0,1,0,1,0,0,1
2022,11604,1498.0,150.0,6.928000000000002,131900,1,0,1,0,1,0,0,0,1,0,1
2009,241000,1968.0,140.0,6.0,19000,0,1,0,1,0,1,0,1,0,0,1
2016,177000,1598.0,110.0,4.6,46999,1,0,0,1,0,1,1,0,0,0,1
2010,152000,1390.0,122.0,7.190939597315435,25900,0,1,1,0,0,1,0,1,0,1,0
2007,173200,1390.0,80.0,9.0,13900,1,0,1,0,0,1,0,1,0,0,1
2020,30390,1498.0,130.0,7.190939597315435,99900,1,0,1,0,0,1,0,0,1,0,1
2010,140000,1395.0,122.0,6.6,28900,0,1,1,0,0,1,1,0,0,1,0
2008,330000,1896.0,105.0,6.7,14900,1,0,0,1,0,1,0,1,0,1,0
2018,63600,1400.0,125.0,7.190939597315435,74900,1,0,1,0,0,1,0,0,1,0,1
2017,118800,1400.0,125.0,7.190939597315435,65900,1,0,1,0,0,1,0,0,1,0,1
2017,94229,1395.0,125.0,6.0,69800,1,0,1,0,0,1,0,0,1,0,1
2015,99000,1395.0,122.0,6.0,53900,1,0,1,0,0,1,1,0,0,0,1
2004,250000,1896.0,105.0,6.164663461538455,6900,0,1,0,1,0,1,1,0,0,0,1
2010,207456,1197.0,105.0,7.190939597315435,26900,1,0,1,0,0,1,1,0,0,0,1
2010,294620,1968.0,140.0,6.0,29900,0,1,0,1,0,1,0,1,0,0,1
2015,252500,1968.0,150.0,5.2,39900,0,1,0,1,0,1,0,0,1,0,1
2014,206355,1598.0,105.0,5.7,42990,0,1,0,1,1,0,0,1,0,1,0
2011,162775,1197.0,105.0,7.1,23900,1,0,1,0,0,1,1,0,0,1,0
2023,0,1498.0,130.0,7.190939597315435,120500,1,0,1,0,0,1,0,0,1,1,0
2017,150000,1598.0,115.0,6.164663461538455,52600,0,1,0,1,0,1,0,0,1,0,1
2023,0,1498.0,130.0,7.190939597315435,141070,1,0,1,0,1,0,0,0,1,1,0
2018,78720,1395.0,125.0,7.190939597315435,76000,1,0,1,0,0,1,0,0,1,0,1
2018,149800,1598.0,115.0,6.164663461538455,59900,1,0,0,1,0,1,0,0,1,0,1
2011,229000,1598.0,105.0,4.6,26999,0,1,0,1,0,1,0,1,0,1,0
2018,213094,1968.0,150.0,5.0,59900,1,0,0,1,0,1,0,0,1,0,1
2017,172475,1598.0,115.0,4.0,54000,0,1,0,1,0,1,1,0,0,1,0
2017,140629,1395.0,125.0,7.190939597315435,64900,1,0,1,0,0,1,0,0,1,0,1
2019,103458,1968.0,150.0,6.21623931623932,82900,1,0,0,1,0,1,0,0,1,0,1
2023,10,1498.0,130.0,7.190939597315435,146280,1,0,1,0,1,0,0,0,1,1,0
2007,220000,1968.0,140.0,7.0,15900,0,1,0,1,0,1,1,0,0,0,1
2019,45289,1984.0,245.0,6.21623931623932,117900,1,0,1,0,1,0,0,0,1,0,1
2013,199000,1197.0,86.0,5.9,29800,0,1,1,0,0,1,0,1,0,1,0
2009,167000,1390.0,80.0,7.190939597315435,23997,1,0,1,0,0,1,1,0,0,1,0
2007,180000,1390.0,80.0,9.0,17900,1,0,1,0,0,1,0,1,0,1,0
2015,165150,1598.0,110.0,6.164663461538455,44900,1,0,0,1,1,0,0,0,1,0,1
2014,210000,1968.0,184.0,5.1,69990,1,0,0,1,0,1,0,1,0,0,1
2019,121750,999.0,115.0,7.190939597315435,59900,1,0,1,0,0,1,0,0,1,0,1
1999,199000,1598.0,105.0,10.0,19900,1,0,1,0,0,1,0,1,0,1,0
2019,113590,999.0,115.0,7.190939597315435,59900,1,0,1,0,0,1,0,0,1,0,1
2019,108494,999.0,115.0,7.190939597315435,57800,1,0,1,0,0,1,0,0,1,0,1
2018,142475,1598.0,115.0,6.164663461538455,57900,1,0,0,1,0,1,0,0,1,0,1
2020,56000,1968.0,150.0,6.21623931623932,129900,1,0,0,1,1,0,0,0,1,0,1
2016,46500,1984.0,265.0,8.975000000000001,117900,1,0,1,0,1,0,0,0,1,0,1
2022,0,1984.0,245.0,6.21623931623932,196900,1,0,1,0,1,0,0,0,1,1,0
2020,9700,1498.0,130.0,6.5,106500,0,1,1,0,0,1,1,0,0,0,1
2018,97000,1600.0,115.0,6.164663461538455,56900,1,0,0,1,0,1,0,0,1,0,1
2004,187267,1390.0,75.0,8.0,12900,0,1,1,0,0,1,0,1,0,1,0
2004,197267,1598.0,115.0,8.0,10900,0,1,1,0,0,1,0,1,0,1,0
2018,178807,1598.0,115.0,6.164663461538455,54900,1,0,0,1,0,1,0,1,0,0,1
2005,163000,1595.0,102.0,9.0,18900,0,1,1,0,0,1,0,1,0,1,0
2008,190000,1390.0,80.0,9.0,18666,0,1,1,0,0,1,0,1,0,1,0
2020,26031,1968.0,150.0,6.21623931623932,117900,1,0,0,1,1,0,0,1,0,0,1
2018,154246,1598.0,115.0,6.164663461538455,54900,1,0,0,1,0,1,0,0,1,1,0
2015,199000,1598.0,110.0,4.0,45900,0,1,0,1,0,1,0,1,0,1,0
2015,67800,1395.0,140.0,6.0,60900,1,0,1,0,0,1,0,0,1,0,1
2005,239752,1984.0,280.0,8.975000000000001,31900,1,0,1,0,0,1,0,1,0,1,0
2018,103029,1598.0,115.0,4.0,67999,1,0,0,1,1,0,0,0,1,0,1
2010,150000,1390.0,80.0,7.190939597315435,23900,1,0,1,0,0,1,1,0,0,1,0
2018,179800,1598.0,116.0,5.0,63700,0,1,0,1,1,0,0,0,1,0,1
2012,299000,1598.0,105.0,5.0,25900,0,1,0,1,0,1,0,1,0,1,0
2018,112559,1498.0,130.0,6.0,74900,1,0,1,0,1,0,0,0,1,0,1
2020,30222,1498.0,130.0,7.190939597315435,98000,0,1,1,0,0,1,1,0,0,0,1
2008,182000,1595.0,102.0,9.0,19900,1,0,1,0,0,1,0,1,0,1,0
2016,151700,1598.0,110.0,6.164663461538455,48500,1,0,0,1,0,1,1,0,0,0,1
2016,152431,1194.0,110.0,7.190939597315435,55500,1,0,1,0,0,1,1,0,0,0,1
2009,141633,1390.0,80.0,8.0,23499,0,1,1,0,0,1,0,1,0,1,0
2011,302000,1598.0,105.0,5.0,24900,0,1,0,1,0,1,0,1,0,0,1
2018,190100,1598.0,115.0,6.164663461538455,55500,0,1,0,1,0,1,0,0,1,0,1
2018,100500,1598.0,115.0,4.6,61900,0,1,0,1,0,1,0,0,1,0,1
2009,281000,1968.0,110.0,6.0,24900,1,0,0,1,0,1,1,0,0,1,0
2008,234135,1896.0,105.0,6.0,12999,1,0,0,1,0,1,0,1,0,1,0
2023,1,1984.0,245.0,6.21623931623932,173900,1,0,1,0,1,0,1,0,0,1,0
2009,140000,1390.0,80.0,8.0,22900,1,0,1,0,0,1,0,1,0,0,1
2013,260000,1968.0,150.0,5.0,42999,0,1,0,1,0,1,0,1,0,0,1
2011,195000,1390.0,80.0,8.0,27500,0,1,1,0,0,1,0,1,0,1,0
2016,85000,1598.0,90.0,4.0,58000,0,1,0,1,0,1,0,0,1,0,1
2012,184000,1598.0,105.0,4.6,33900,0,1,0,1,0,1,1,0,0,1,0
2013,280000,1968.0,184.0,5.2,46900,0,1,0,1,0,1,0,1,0,0,1
2009,160000,1595.0,102.0,9.0,32900,0,1,1,0,0,1,0,1,0,1,0
2006,251100,1595.0,102.0,9.0,16900,0,1,1,0,0,1,0,1,0,1,0
2009,224000,1896.0,105.0,6.7,17800,1,0,0,1,0,1,1,0,0,1,0
2012,135000,1598.0,105.0,4.7,29400,0,1,0,1,0,1,0,1,0,0,1
2006,144600,1595.0,102.0,6.164663461538455,18500,0,1,1,0,0,1,0,1,0,0,1
2007,174000,1595.0,102.0,6.164663461538455,21900,0,1,1,0,0,1,1,0,0,0,1
2007,195000,1390.0,140.0,9.0,19900,0,1,1,0,1,0,0,1,0,1,0
2008,145629,1390.0,170.0,9.0,24800,0,1,1,0,0,1,0,1,0,0,1
2009,316000,1896.0,105.0,6.164663461538455,16999,1,0,0,1,0,1,0,1,0,0,1
2014,223444,1968.0,150.0,5.0,47400,1,0,0,1,0,1,1,0,0,1,0
2005,162299,1595.0,102.0,9.7,13300,0,1,1,0,0,1,0,1,0,1,0
2015,226723,1598.0,110.0,4.5,41000,0,1,0,1,0,1,0,0,1,0,1
2013,163000,1395.0,140.0,6.0,42900,0,1,1,0,0,1,1,0,0,1,0
2009,189966,1595.0,102.0,8.0,24900,0,1,1,0,0,1,1,0,0,0,1
2005,216200,1984.0,200.0,6.21623931623932,25590,0,1,1,0,0,1,0,1,0,0,1
2014,265000,1598.0,105.0,4.6,35000,0,1,0,1,0,1,0,1,0,0,1
2015,160246,1197.0,110.0,6.0,41900,0,1,1,0,0,1,0,0,1,0,1
2003,214400,1984.0,115.0,6.164663461538455,9500,0,1,1,0,1,0,0,1,0,0,1
2010,159500,1984.0,210.0,10.0,42500,1,0,1,0,1,0,0,1,0,1,0
2020,15000,1498.0,150.0,6.928000000000002,125000,0,1,1,0,1,0,0,0,1,0,1
2009,163000,1390.0,80.0,8.0,26300,0,1,1,0,0,1,1,0,0,1,0
2006,278000,1968.0,140.0,6.164663461538455,16900,1,0,0,1,0,1,0,1,0,1,0
2015,267000,1968.0,184.0,5.2,50900,0,1,0,1,0,1,0,1,0,1,0
2013,211000,1968.0,184.0,5.0,61000,0,1,0,1,0,1,0,1,0,0,1
2017,192354,1395.0,125.0,6.0,49198,0,1,1,0,1,0,0,0,1,0,1
2017,170000,1197.0,110.0,6.1,49900,1,0,1,0,0,1,0,0,1,0,1
2003,184000,1598.0,105.0,9.0,8200,0,1,1,0,0,1,0,0,1,0,1
2007,230590,1595.0,102.0,9.0,16500,0,1,1,0,0,1,1,0,0,1,0
2014,241000,1968.0,150.0,5.4,41499,0,1,0,1,1,0,0,0,1,0,1
2007,172649,1390.0,80.0,9.0,16499,1,0,1,0,0,1,0,1,0,1,0
2009,149000,1390.0,80.0,9.0,22900,0,1,1,0,0,1,0,1,0,1,0
